customer_id,month,category,payment_type,spend
ATQCUS1790,August,Others,UPI,408
ATQCUS2822,August,Entertainment,Debit Card,157
ATQCUS1917,June,Bills,Debit Card,389
ATQCUS1933,July,Entertainment,Debit Card,185
ATQCUS2835,June,Others,Credit Card,215
ATQCUS1446,October,Travel,Net Banking,89
ATQCUS1489,July,Health & Wellness,Credit Card,3669
ATQCUS2428,October,Health & Wellness,Net Banking,278
ATQCUS3488,May,Groceries,Credit Card,581
ATQCUS0962,June,Others,UPI,308
ATQCUS2546,May,Entertainment,Credit Card,607
ATQCUS3971,August,Others,Credit Card,337
ATQCUS0770,June,Bills,Net Banking,224
ATQCUS2160,June,Travel,Debit Card,1013
ATQCUS0975,August,Electronics,Debit Card,535
ATQCUS2217,June,Electronics,Credit Card,2811
ATQCUS3741,June,Apparel,Debit Card,420
ATQCUS3407,July,Entertainment,Net Banking,43
ATQCUS2948,June,Others,UPI,146
ATQCUS3021,July,Groceries,Credit Card,634
ATQCUS1123,September,Others,Credit Card,533
ATQCUS3485,May,Electronics,Credit Card,182
ATQCUS0438,August,Others,UPI,98
ATQCUS0874,August,Food,Debit Card,404
ATQCUS2413,July,Travel,Debit Card,238
ATQCUS1274,September,Food,UPI,1979
ATQCUS0626,October,Electronics,Credit Card,3903
ATQCUS1630,October,Apparel,UPI,467
ATQCUS3230,October,Others,UPI,148
ATQCUS3120,July,Health & Wellness,UPI,914
ATQCUS2706,September,Apparel,UPI,163
ATQCUS0818,August,Health & Wellness,Net Banking,336
ATQCUS2635,October,Electronics,Debit Card,907
ATQCUS3830,August,Food,Net Banking,351
ATQCUS2840,October,Apparel,Net Banking,270
ATQCUS1642,September,Travel,Debit Card,195
ATQCUS1024,June,Travel,Credit Card,1090
ATQCUS1893,June,Health & Wellness,Net Banking,59
ATQCUS3557,August,Travel,Credit Card,1799
ATQCUS3888,September,Health & Wellness,UPI,2086
ATQCUS2229,September,Apparel,UPI,198
ATQCUS3833,August,Others,Debit Card,124
ATQCUS1755,August,Food,UPI,1211
ATQCUS2179,June,Health & Wellness,UPI,406
ATQCUS0530,September,Entertainment,Credit Card,306
ATQCUS0463,October,Travel,Debit Card,265
ATQCUS0195,September,Bills,Net Banking,1440
ATQCUS0671,July,Food,Debit Card,454
ATQCUS3322,October,Entertainment,Credit Card,301
ATQCUS2080,May,Others,UPI,121
ATQCUS0427,May,Travel,Net Banking,89
ATQCUS0720,July,Entertainment,UPI,62
ATQCUS1839,May,Others,UPI,117
ATQCUS2248,July,Others,Net Banking,61
ATQCUS0107,August,Apparel,Debit Card,181
ATQCUS0769,October,Travel,UPI,655
ATQCUS0638,July,Electronics,Debit Card,368
ATQCUS0325,September,Groceries,UPI,1900
ATQCUS3176,June,Bills,Debit Card,996
ATQCUS1108,May,Travel,Credit Card,199
ATQCUS1471,August,Entertainment,Net Banking,72
ATQCUS3202,August,Health & Wellness,Net Banking,110
ATQCUS1533,September,Travel,UPI,1001
ATQCUS3734,August,Electronics,Credit Card,4443
ATQCUS3053,September,Travel,Net Banking,181
ATQCUS1705,July,Others,Debit Card,124
ATQCUS1124,October,Entertainment,UPI,483
ATQCUS3561,May,Travel,Net Banking,91
ATQCUS0935,October,Entertainment,Net Banking,106
ATQCUS1562,July,Entertainment,Debit Card,321
ATQCUS2889,June,Groceries,UPI,1387
ATQCUS1667,September,Others,Debit Card,190
ATQCUS3687,June,Bills,Debit Card,1192
ATQCUS2716,June,Bills,UPI,939
ATQCUS3126,August,Electronics,Debit Card,574
ATQCUS0711,July,Apparel,Net Banking,233
ATQCUS3738,May,Health & Wellness,Net Banking,56
ATQCUS2629,May,Groceries,UPI,2461
ATQCUS1986,May,Groceries,Credit Card,511
ATQCUS2227,June,Food,Net Banking,444
ATQCUS1232,September,Groceries,Debit Card,1375
ATQCUS1159,June,Others,UPI,126
ATQCUS1603,June,Others,Credit Card,191
ATQCUS0428,August,Health & Wellness,UPI,784
ATQCUS0234,September,Entertainment,UPI,2529
ATQCUS3131,June,Health & Wellness,Debit Card,459
ATQCUS1738,October,Apparel,Net Banking,71
ATQCUS0247,August,Food,Credit Card,729
ATQCUS0977,August,Food,Credit Card,1751
ATQCUS2560,August,Health & Wellness,Debit Card,184
ATQCUS2427,August,Electronics,Credit Card,1658
ATQCUS1837,May,Travel,Credit Card,166
ATQCUS2581,August,Bills,Net Banking,345
ATQCUS0331,May,Entertainment,UPI,1495
ATQCUS1957,September,Travel,UPI,587
ATQCUS1696,July,Food,UPI,815
ATQCUS2361,September,Health & Wellness,Credit Card,846
ATQCUS0096,May,Groceries,UPI,1418
ATQCUS3503,October,Apparel,Debit Card,235
ATQCUS2519,September,Entertainment,Net Banking,236
ATQCUS0724,May,Groceries,Debit Card,405
ATQCUS0491,October,Health & Wellness,Debit Card,241
ATQCUS1292,August,Groceries,Credit Card,1811
ATQCUS3526,June,Food,Debit Card,404
ATQCUS0309,June,Electronics,UPI,697
ATQCUS1220,August,Food,Net Banking,120
ATQCUS0673,August,Travel,Credit Card,2171
ATQCUS2859,August,Bills,Debit Card,823
ATQCUS3699,May,Groceries,Debit Card,527
ATQCUS2960,October,Electronics,Credit Card,1754
ATQCUS3018,August,Bills,UPI,1469
ATQCUS2123,July,Others,Debit Card,193
ATQCUS1329,June,Bills,Net Banking,54
ATQCUS0273,September,Health & Wellness,UPI,1223
ATQCUS0721,September,Bills,Credit Card,2602
ATQCUS0737,October,Food,Net Banking,95
ATQCUS1204,September,Health & Wellness,Net Banking,918
ATQCUS0663,May,Electronics,UPI,726
ATQCUS1144,July,Food,UPI,394
ATQCUS2049,August,Bills,Net Banking,1188
ATQCUS1205,October,Bills,Debit Card,147
ATQCUS1878,October,Bills,Credit Card,1732
ATQCUS0504,September,Others,UPI,357
ATQCUS2944,July,Travel,Credit Card,1181
ATQCUS1304,May,Travel,Net Banking,100
ATQCUS1958,July,Groceries,Debit Card,515
ATQCUS0821,July,Entertainment,Debit Card,166
ATQCUS2495,September,Travel,Credit Card,1302
ATQCUS3020,August,Apparel,Debit Card,106
ATQCUS1261,September,Electronics,Debit Card,1385
ATQCUS1034,May,Health & Wellness,UPI,1392
ATQCUS3040,September,Bills,Credit Card,6347
ATQCUS2833,June,Food,Net Banking,78
ATQCUS0763,July,Others,Credit Card,101
ATQCUS2677,May,Electronics,Net Banking,135
ATQCUS2644,May,Health & Wellness,UPI,447
ATQCUS1074,August,Bills,Debit Card,1171
ATQCUS1321,May,Groceries,Net Banking,618
ATQCUS2668,October,Health & Wellness,UPI,1406
ATQCUS1733,August,Travel,UPI,645
ATQCUS1526,September,Entertainment,Debit Card,202
ATQCUS1708,July,Others,UPI,88
ATQCUS2084,October,Entertainment,UPI,2159
ATQCUS1129,July,Groceries,UPI,1404
ATQCUS2091,September,Entertainment,UPI,236
ATQCUS0969,August,Groceries,Net Banking,103
ATQCUS3255,September,Entertainment,Credit Card,957
ATQCUS2615,August,Entertainment,Credit Card,408
ATQCUS3190,September,Food,UPI,639
ATQCUS2537,May,Groceries,Net Banking,324
ATQCUS1464,July,Others,Net Banking,81
ATQCUS3980,August,Food,Net Banking,136
ATQCUS3340,August,Bills,UPI,824
ATQCUS2075,October,Travel,UPI,742
ATQCUS2816,October,Travel,Debit Card,477
ATQCUS2367,August,Entertainment,Debit Card,111
ATQCUS3150,July,Health & Wellness,UPI,455
ATQCUS2837,June,Apparel,Net Banking,64
ATQCUS2575,October,Electronics,Net Banking,471
ATQCUS0915,September,Entertainment,Debit Card,423
ATQCUS3787,October,Apparel,UPI,353
ATQCUS3103,July,Food,Net Banking,256
ATQCUS2980,September,Health & Wellness,Net Banking,612
ATQCUS3634,June,Electronics,Net Banking,514
ATQCUS0132,August,Travel,UPI,554
ATQCUS2064,October,Entertainment,Net Banking,123
ATQCUS0704,October,Groceries,Debit Card,1821
ATQCUS3482,June,Health & Wellness,Net Banking,47
ATQCUS2724,May,Travel,Debit Card,120
ATQCUS1077,September,Travel,Debit Card,638
ATQCUS0685,June,Food,Debit Card,116
ATQCUS2230,July,Bills,Net Banking,386
ATQCUS1101,October,Travel,UPI,1346
ATQCUS3214,August,Others,Credit Card,232
ATQCUS0843,July,Food,Net Banking,325
ATQCUS0531,July,Entertainment,Credit Card,132
ATQCUS3186,September,Groceries,Net Banking,293
ATQCUS3721,October,Food,UPI,352
ATQCUS3454,September,Health & Wellness,UPI,213
ATQCUS2696,May,Apparel,Net Banking,242
ATQCUS0407,September,Food,Credit Card,335
ATQCUS3119,June,Groceries,UPI,1421
ATQCUS0866,June,Health & Wellness,Net Banking,114
ATQCUS1394,August,Food,UPI,1548
ATQCUS3521,October,Apparel,Net Banking,54
ATQCUS1311,July,Groceries,Debit Card,515
ATQCUS1374,September,Travel,Net Banking,143
ATQCUS1481,May,Electronics,Debit Card,558
ATQCUS3621,September,Apparel,UPI,279
ATQCUS2241,June,Apparel,Net Banking,43
ATQCUS3899,June,Groceries,Debit Card,372
ATQCUS2962,May,Bills,UPI,1147
ATQCUS3148,September,Groceries,Debit Card,1112
ATQCUS1227,May,Apparel,UPI,241
ATQCUS3277,July,Others,UPI,127
ATQCUS1632,September,Health & Wellness,UPI,336
ATQCUS2536,October,Groceries,Debit Card,443
ATQCUS2911,July,Entertainment,UPI,158
ATQCUS0808,May,Groceries,Net Banking,221
ATQCUS3517,October,Others,Credit Card,289
ATQCUS1387,September,Apparel,Debit Card,111
ATQCUS3074,August,Groceries,Net Banking,712
ATQCUS0161,July,Apparel,Net Banking,101
ATQCUS0735,July,Food,Credit Card,420
ATQCUS1040,July,Bills,Net Banking,773
ATQCUS1570,August,Food,Net Banking,77
ATQCUS0692,June,Groceries,Net Banking,445
ATQCUS3637,September,Bills,Net Banking,510
ATQCUS1317,August,Apparel,Debit Card,51
ATQCUS3531,June,Apparel,Debit Card,767
ATQCUS0859,October,Groceries,UPI,336
ATQCUS2347,May,Others,Credit Card,326
ATQCUS0393,September,Groceries,Credit Card,1653
ATQCUS1185,May,Electronics,Net Banking,323
ATQCUS1257,September,Health & Wellness,Net Banking,456
ATQCUS2817,September,Health & Wellness,Debit Card,278
ATQCUS0603,May,Entertainment,Net Banking,317
ATQCUS3974,October,Electronics,Credit Card,1530
ATQCUS2747,October,Travel,Net Banking,214
ATQCUS0643,October,Health & Wellness,Debit Card,854
ATQCUS2212,July,Bills,Credit Card,2043
ATQCUS0462,July,Entertainment,UPI,321
ATQCUS2393,October,Groceries,Debit Card,388
ATQCUS2416,September,Apparel,UPI,813
ATQCUS1513,May,Bills,Debit Card,169
ATQCUS1787,June,Others,UPI,94
ATQCUS3572,September,Groceries,Credit Card,965
ATQCUS1215,October,Electronics,Credit Card,868
ATQCUS1165,August,Bills,UPI,946
ATQCUS0077,August,Apparel,Credit Card,925
ATQCUS3661,May,Electronics,Debit Card,794
ATQCUS2687,August,Apparel,Credit Card,341
ATQCUS2927,July,Apparel,Debit Card,244
ATQCUS3979,June,Groceries,UPI,1088
ATQCUS3549,May,Travel,Credit Card,817
ATQCUS3744,June,Travel,Debit Card,341
ATQCUS1553,October,Apparel,Debit Card,534
ATQCUS0481,September,Apparel,Credit Card,528
ATQCUS0073,September,Entertainment,Credit Card,833
ATQCUS1188,September,Travel,Credit Card,2449
ATQCUS0782,July,Food,Credit Card,632
ATQCUS1365,May,Travel,UPI,878
ATQCUS2394,July,Others,Credit Card,318
ATQCUS0143,October,Food,UPI,628
ATQCUS0098,August,Others,Debit Card,234
ATQCUS3292,August,Apparel,Credit Card,2491
ATQCUS2756,June,Apparel,UPI,848
ATQCUS3199,October,Food,Debit Card,291
ATQCUS2878,May,Bills,UPI,615
ATQCUS0688,May,Travel,UPI,657
ATQCUS1988,May,Groceries,Net Banking,270
ATQCUS2898,October,Others,Credit Card,144
ATQCUS0662,May,Others,Net Banking,27
ATQCUS2214,July,Entertainment,Debit Card,180
ATQCUS1530,July,Travel,Debit Card,183
ATQCUS2553,October,Apparel,Net Banking,177
ATQCUS2410,September,Groceries,Debit Card,1125
ATQCUS3408,June,Groceries,Credit Card,1260
ATQCUS3737,June,Electronics,Net Banking,182
ATQCUS0590,September,Food,UPI,1855
ATQCUS0938,September,Bills,Net Banking,307
ATQCUS1850,September,Others,UPI,220
ATQCUS3692,August,Others,UPI,519
ATQCUS2121,May,Entertainment,Credit Card,174
ATQCUS1000,May,Travel,Net Banking,102
ATQCUS0248,May,Bills,UPI,1023
ATQCUS0111,June,Groceries,Net Banking,37
ATQCUS1548,October,Others,Net Banking,35
ATQCUS0857,June,Food,Debit Card,517
ATQCUS3426,August,Apparel,Net Banking,60
ATQCUS2561,June,Apparel,Debit Card,261
ATQCUS1014,August,Bills,Net Banking,1103
ATQCUS2083,September,Others,Debit Card,94
ATQCUS1612,October,Food,Credit Card,329
ATQCUS0995,July,Food,Debit Card,160
ATQCUS3229,October,Apparel,Credit Card,663
ATQCUS3796,June,Food,Credit Card,286
ATQCUS3677,July,Apparel,Credit Card,258
ATQCUS2680,May,Electronics,Net Banking,157
ATQCUS3649,July,Health & Wellness,Net Banking,62
ATQCUS3303,July,Bills,UPI,71
ATQCUS1062,May,Entertainment,Debit Card,489
ATQCUS0834,June,Entertainment,UPI,135
ATQCUS0102,July,Entertainment,Credit Card,682
ATQCUS1138,July,Travel,Debit Card,717
ATQCUS3371,October,Groceries,Credit Card,1500
ATQCUS3223,October,Groceries,Net Banking,238
ATQCUS3978,October,Entertainment,Net Banking,266
ATQCUS0075,August,Travel,Credit Card,3111
ATQCUS3083,July,Bills,Debit Card,945
ATQCUS0905,September,Travel,Debit Card,505
ATQCUS1610,August,Apparel,Debit Card,82
ATQCUS2726,September,Apparel,UPI,153
ATQCUS3658,September,Groceries,UPI,885
ATQCUS3770,May,Others,UPI,169
ATQCUS2604,July,Groceries,Net Banking,639
ATQCUS0809,June,Bills,Credit Card,1370
ATQCUS2255,May,Entertainment,Debit Card,331
ATQCUS3723,May,Apparel,Credit Card,112
ATQCUS2839,October,Health & Wellness,UPI,85
ATQCUS1244,October,Food,Credit Card,932
ATQCUS2836,October,Bills,Net Banking,786
ATQCUS3601,October,Food,Net Banking,142
ATQCUS2856,May,Entertainment,Net Banking,52
ATQCUS3774,August,Entertainment,Credit Card,802
ATQCUS0440,October,Groceries,Debit Card,920
ATQCUS0272,May,Bills,Credit Card,216
ATQCUS3514,August,Bills,Net Banking,801
ATQCUS0308,June,Entertainment,Net Banking,357
ATQCUS3042,June,Groceries,Debit Card,633
ATQCUS1698,June,Health & Wellness,Net Banking,255
ATQCUS2846,August,Entertainment,UPI,275
ATQCUS2959,August,Health & Wellness,Debit Card,549
ATQCUS0121,July,Travel,Debit Card,468
ATQCUS3740,May,Food,Credit Card,308
ATQCUS1977,August,Bills,UPI,2471
ATQCUS1669,September,Food,Credit Card,588
ATQCUS3575,August,Others,Debit Card,258
ATQCUS2097,July,Bills,UPI,1704
ATQCUS2156,September,Others,Debit Card,185
ATQCUS1336,May,Health & Wellness,Net Banking,577
ATQCUS1093,May,Others,Net Banking,67
ATQCUS2912,June,Groceries,UPI,956
ATQCUS1411,August,Others,Net Banking,69
ATQCUS2472,July,Entertainment,Debit Card,570
ATQCUS0649,August,Others,UPI,165
ATQCUS0994,June,Bills,UPI,2151
ATQCUS1975,August,Health & Wellness,Debit Card,1349
ATQCUS0007,October,Travel,Credit Card,790
ATQCUS2234,June,Travel,Net Banking,218
ATQCUS2399,June,Electronics,Credit Card,2620
ATQCUS0445,July,Bills,Net Banking,241
ATQCUS1297,July,Others,Credit Card,403
ATQCUS1921,August,Others,Net Banking,69
ATQCUS2797,October,Bills,Credit Card,1169
ATQCUS3840,July,Bills,Net Banking,251
ATQCUS3180,October,Health & Wellness,Debit Card,232
ATQCUS2548,September,Groceries,Debit Card,753
ATQCUS1594,June,Electronics,UPI,1266
ATQCUS2832,May,Others,Credit Card,231
ATQCUS3977,July,Groceries,UPI,686
ATQCUS3019,August,Entertainment,UPI,106
ATQCUS0561,June,Electronics,Credit Card,775
ATQCUS3622,October,Travel,Credit Card,382
ATQCUS2828,June,Food,Debit Card,190
ATQCUS2734,October,Entertainment,UPI,409
ATQCUS2209,September,Health & Wellness,UPI,252
ATQCUS1714,May,Groceries,Debit Card,1374
ATQCUS3236,October,Health & Wellness,Debit Card,175
ATQCUS2939,September,Others,UPI,166
ATQCUS1778,September,Electronics,UPI,900
ATQCUS1099,October,Entertainment,UPI,175
ATQCUS3808,August,Groceries,Debit Card,1879
ATQCUS2345,August,Bills,UPI,651
ATQCUS3512,October,Health & Wellness,UPI,430
ATQCUS1985,June,Apparel,Debit Card,198
ATQCUS1983,July,Food,Credit Card,416
ATQCUS0885,October,Food,Net Banking,182
ATQCUS3147,October,Apparel,Debit Card,123
ATQCUS2481,May,Groceries,Debit Card,681
ATQCUS3461,August,Others,UPI,263
ATQCUS2076,July,Travel,Net Banking,32
ATQCUS1781,July,Apparel,Net Banking,100
ATQCUS0397,May,Health & Wellness,Debit Card,117
ATQCUS3362,May,Groceries,UPI,1734
ATQCUS0600,July,Bills,UPI,695
ATQCUS1777,July,Apparel,UPI,133
ATQCUS3316,October,Entertainment,UPI,238
ATQCUS0157,September,Entertainment,Net Banking,144
ATQCUS2730,July,Bills,UPI,477
ATQCUS3008,September,Travel,UPI,586
ATQCUS2441,July,Others,Debit Card,98
ATQCUS0324,October,Electronics,Debit Card,284
ATQCUS0233,May,Food,Credit Card,522
ATQCUS1486,July,Others,Debit Card,85
ATQCUS3491,October,Health & Wellness,Debit Card,1208
ATQCUS2638,September,Health & Wellness,UPI,218
ATQCUS3387,October,Electronics,Net Banking,134
ATQCUS0633,August,Electronics,Debit Card,466
ATQCUS1181,June,Others,UPI,115
ATQCUS3616,August,Health & Wellness,UPI,1600
ATQCUS2181,June,Electronics,Credit Card,216
ATQCUS3334,September,Food,Debit Card,505
ATQCUS3122,May,Groceries,Credit Card,425
ATQCUS2445,August,Groceries,Net Banking,321
ATQCUS2641,August,Health & Wellness,Credit Card,3280
ATQCUS0646,May,Entertainment,Debit Card,256
ATQCUS3947,May,Health & Wellness,Debit Card,264
ATQCUS3304,May,Entertainment,Credit Card,197
ATQCUS1937,June,Travel,UPI,331
ATQCUS0867,June,Bills,Debit Card,2295
ATQCUS0947,June,Apparel,Net Banking,17
ATQCUS3490,August,Electronics,Credit Card,2639
ATQCUS1940,May,Travel,Debit Card,114
ATQCUS2857,September,Bills,Credit Card,684
ATQCUS2704,May,Others,Credit Card,198
ATQCUS1685,May,Electronics,UPI,308
ATQCUS2796,August,Groceries,UPI,637
ATQCUS1046,October,Travel,Debit Card,269
ATQCUS2689,May,Apparel,Net Banking,83
ATQCUS0266,August,Travel,Net Banking,245
ATQCUS3522,June,Electronics,Net Banking,127
ATQCUS1226,July,Apparel,Net Banking,37
ATQCUS0432,May,Entertainment,Credit Card,379
ATQCUS1674,September,Apparel,Net Banking,159
ATQCUS0830,October,Travel,UPI,584
ATQCUS1222,September,Apparel,Credit Card,678
ATQCUS0005,June,Entertainment,UPI,189
ATQCUS2946,May,Apparel,Net Banking,72
ATQCUS3996,June,Groceries,Debit Card,1300
ATQCUS2630,May,Bills,Net Banking,88
ATQCUS2244,August,Bills,Credit Card,4779
ATQCUS0811,May,Travel,Credit Card,917
ATQCUS2372,September,Travel,Net Banking,363
ATQCUS0297,August,Electronics,Net Banking,124
ATQCUS2507,June,Food,Debit Card,82
ATQCUS2157,June,Electronics,UPI,533
ATQCUS3926,July,Groceries,Debit Card,234
ATQCUS3684,June,Others,Debit Card,344
ATQCUS0477,September,Groceries,Debit Card,3734
ATQCUS3465,May,Others,Debit Card,68
ATQCUS0754,July,Food,Debit Card,379
ATQCUS1870,September,Apparel,Credit Card,492
ATQCUS2509,June,Travel,Credit Card,522
ATQCUS0377,May,Food,Debit Card,411
ATQCUS2941,June,Others,Net Banking,134
ATQCUS3570,August,Electronics,Net Banking,247
ATQCUS0390,September,Food,Net Banking,534
ATQCUS2875,September,Others,UPI,202
ATQCUS1587,July,Bills,Debit Card,941
ATQCUS2251,May,Electronics,Net Banking,411
ATQCUS2402,June,Food,UPI,1151
ATQCUS3240,August,Travel,Debit Card,450
ATQCUS1012,September,Travel,UPI,391
ATQCUS1066,July,Bills,Net Banking,544
ATQCUS3151,May,Groceries,Debit Card,671
ATQCUS1745,July,Others,Net Banking,32
ATQCUS0949,October,Others,Credit Card,143
ATQCUS1172,July,Bills,Credit Card,274
ATQCUS0634,September,Electronics,Debit Card,576
ATQCUS3747,July,Food,UPI,616
ATQCUS1981,September,Food,Debit Card,304
ATQCUS1313,August,Bills,UPI,1942
ATQCUS0055,September,Electronics,Credit Card,4365
ATQCUS2976,September,Others,Net Banking,56
ATQCUS0188,August,Entertainment,UPI,334
ATQCUS1702,June,Groceries,Credit Card,355
ATQCUS2052,June,Others,Debit Card,208
ATQCUS2703,October,Travel,Net Banking,126
ATQCUS1221,August,Entertainment,Credit Card,778
ATQCUS0152,May,Entertainment,UPI,935
ATQCUS3805,August,Food,Net Banking,346
ATQCUS1250,July,Others,Net Banking,43
ATQCUS3170,June,Groceries,Credit Card,285
ATQCUS2462,September,Bills,Credit Card,1320
ATQCUS1472,September,Travel,Credit Card,665
ATQCUS0605,May,Entertainment,Debit Card,363
ATQCUS0553,September,Health & Wellness,UPI,363
ATQCUS1863,August,Food,Debit Card,502
ATQCUS1141,August,Bills,Net Banking,116
ATQCUS3294,June,Electronics,Debit Card,268
ATQCUS2623,June,Apparel,UPI,99
ATQCUS0543,October,Health & Wellness,Debit Card,222
ATQCUS0251,June,Apparel,Debit Card,851
ATQCUS3347,October,Apparel,UPI,393
ATQCUS0204,July,Health & Wellness,Debit Card,672
ATQCUS3669,June,Electronics,Debit Card,1959
ATQCUS3094,July,Apparel,Debit Card,82
ATQCUS2173,June,Bills,UPI,803
ATQCUS1281,May,Apparel,Net Banking,126
ATQCUS2414,August,Entertainment,Credit Card,185
ATQCUS3332,May,Food,UPI,676
ATQCUS3768,May,Electronics,Net Banking,111
ATQCUS1938,July,Food,Debit Card,445
ATQCUS1982,July,Entertainment,Credit Card,1361
ATQCUS3508,September,Groceries,UPI,2068
ATQCUS2284,July,Bills,Debit Card,206
ATQCUS1335,June,Entertainment,Net Banking,110
ATQCUS0548,May,Electronics,Debit Card,565
ATQCUS2914,July,Others,Credit Card,102
ATQCUS0356,August,Food,Debit Card,316
ATQCUS1608,July,Bills,Debit Card,1719
ATQCUS1403,June,Groceries,UPI,2690
ATQCUS1601,October,Travel,Debit Card,1053
ATQCUS0640,September,Entertainment,Credit Card,312
ATQCUS0766,September,Entertainment,Net Banking,152
ATQCUS0405,June,Entertainment,Net Banking,126
ATQCUS0465,September,Bills,Net Banking,28
ATQCUS0928,May,Others,UPI,127
ATQCUS0703,August,Apparel,Net Banking,321
ATQCUS3913,October,Apparel,Credit Card,189
ATQCUS1589,June,Others,Credit Card,369
ATQCUS1829,July,Groceries,Net Banking,218
ATQCUS3530,July,Groceries,UPI,1810
ATQCUS3975,August,Entertainment,Credit Card,861
ATQCUS1758,September,Travel,UPI,778
ATQCUS1301,August,Others,Net Banking,65
ATQCUS2322,August,Apparel,Debit Card,91
ATQCUS2733,July,Travel,Debit Card,176
ATQCUS3335,October,Food,Net Banking,76
ATQCUS3580,August,Apparel,Credit Card,333
ATQCUS3231,May,Groceries,Debit Card,379
ATQCUS1409,July,Groceries,Debit Card,277
ATQCUS3274,September,Groceries,Debit Card,1561
ATQCUS0344,October,Travel,Credit Card,1733
ATQCUS1679,August,Others,Debit Card,118
ATQCUS2074,May,Bills,Credit Card,3099
ATQCUS3998,September,Bills,UPI,857
ATQCUS2384,August,Travel,UPI,1278
ATQCUS3088,October,Electronics,UPI,654
ATQCUS0482,June,Travel,Net Banking,95
ATQCUS1075,July,Food,Debit Card,189
ATQCUS0670,June,Groceries,Credit Card,676
ATQCUS3866,May,Electronics,Debit Card,857
ATQCUS3935,June,Food,Credit Card,499
ATQCUS1810,May,Groceries,Credit Card,760
ATQCUS3618,October,Entertainment,UPI,178
ATQCUS1492,June,Apparel,Net Banking,59
ATQCUS2968,October,Entertainment,Credit Card,786
ATQCUS1796,August,Electronics,Credit Card,2031
ATQCUS2032,September,Health & Wellness,Credit Card,1327
ATQCUS2213,May,Apparel,Debit Card,286
ATQCUS1945,August,Bills,UPI,3452
ATQCUS0503,September,Bills,Credit Card,2264
ATQCUS3934,August,Groceries,Debit Card,1848
ATQCUS0982,October,Food,Net Banking,127
ATQCUS3014,September,Health & Wellness,Credit Card,631
ATQCUS1325,July,Food,Credit Card,613
ATQCUS3370,October,Groceries,Credit Card,1224
ATQCUS1941,September,Electronics,Debit Card,599
ATQCUS0873,August,Entertainment,UPI,367
ATQCUS2714,May,Travel,Debit Card,265
ATQCUS3251,May,Apparel,Net Banking,71
ATQCUS0500,May,Food,Net Banking,104
ATQCUS2060,October,Electronics,Net Banking,164
ATQCUS3875,May,Others,Credit Card,470
ATQCUS3856,September,Food,Net Banking,183
ATQCUS0335,September,Apparel,Debit Card,337
ATQCUS2236,July,Apparel,Credit Card,788
ATQCUS3694,July,Health & Wellness,Debit Card,229
ATQCUS3608,May,Entertainment,UPI,311
ATQCUS0588,September,Groceries,Credit Card,985
ATQCUS3695,August,Health & Wellness,Credit Card,2232
ATQCUS3604,June,Groceries,Debit Card,409
ATQCUS3273,June,Electronics,Credit Card,2768
ATQCUS1229,September,Entertainment,UPI,622
ATQCUS1998,September,Others,UPI,286
ATQCUS1421,August,Bills,Credit Card,4340
ATQCUS3143,May,Groceries,Credit Card,390
ATQCUS3319,August,Travel,Net Banking,141
ATQCUS2904,June,Others,Debit Card,42
ATQCUS3433,October,Others,Debit Card,114
ATQCUS1592,May,Electronics,Net Banking,229
ATQCUS3605,August,Apparel,Credit Card,331
ATQCUS3981,May,Electronics,Credit Card,714
ATQCUS1503,August,Entertainment,Credit Card,719
ATQCUS3986,June,Electronics,Credit Card,3035
ATQCUS1992,May,Groceries,UPI,1524
ATQCUS3577,August,Electronics,Net Banking,283
ATQCUS2755,September,Entertainment,Net Banking,152
ATQCUS1356,July,Groceries,UPI,440
ATQCUS0929,August,Apparel,UPI,507
ATQCUS2045,June,Travel,Net Banking,224
ATQCUS0119,June,Groceries,Net Banking,276
ATQCUS0265,May,Others,Credit Card,91
ATQCUS3581,October,Electronics,Debit Card,311
ATQCUS0606,August,Travel,Net Banking,127
ATQCUS0281,May,Entertainment,Credit Card,976
ATQCUS1620,June,Groceries,Credit Card,769
ATQCUS1872,July,Health & Wellness,UPI,164
ATQCUS3285,May,Bills,Debit Card,1007
ATQCUS1995,July,Entertainment,Net Banking,300
ATQCUS1097,June,Travel,UPI,484
ATQCUS1518,May,Bills,Credit Card,2450
ATQCUS2296,August,Groceries,Debit Card,1804
ATQCUS2141,September,Food,Credit Card,572
ATQCUS1909,May,Travel,Debit Card,492
ATQCUS0730,June,Health & Wellness,Debit Card,635
ATQCUS2313,May,Bills,Debit Card,80
ATQCUS1629,October,Groceries,UPI,523
ATQCUS2376,May,Bills,Net Banking,378
ATQCUS2301,October,Health & Wellness,Net Banking,86
ATQCUS0745,May,Bills,Net Banking,241
ATQCUS2945,October,Health & Wellness,Net Banking,410
ATQCUS2557,September,Health & Wellness,Credit Card,2282
ATQCUS2891,July,Bills,Credit Card,1922
ATQCUS3636,September,Entertainment,Credit Card,821
ATQCUS3562,August,Others,Net Banking,128
ATQCUS1455,October,Others,Debit Card,379
ATQCUS2316,May,Others,UPI,163
ATQCUS2130,October,Health & Wellness,Debit Card,2549
ATQCUS2683,August,Food,UPI,268
ATQCUS1450,June,Food,Net Banking,239
ATQCUS3889,September,Electronics,Credit Card,2758
ATQCUS0552,May,Electronics,Debit Card,218
ATQCUS0419,July,Groceries,Credit Card,595
ATQCUS1456,May,Electronics,UPI,765
